epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,3965.03,0.59065,0.53331,1.18544,0.85519,0.84905,0.87272,0.66691,1.10613,0.72274,1.81411,0.000830286,0.000830286,0.000830286
14,4261.73,0.59293,0.52598,1.1932,0.87941,0.79718,0.86235,0.64057,1.16634,0.81834,1.85134,0.000816143,0.000816143,0.000816143
15,4555.47,0.57201,0.50199,1.17507,0.83625,0.84724,0.85774,0.64003,1.14645,0.72942,1.86969,0.000802,0.000802,0.000802
16,4846.87,0.57068,0.51224,1.17504,0.85166,0.81811,0.86502,0.64826,1.12446,0.79859,1.87245,0.000787857,0.000787857,0.000787857
17,5157.77,0.55755,0.50347,1.16638,0.84407,0.85366,0.87438,0.66824,1.0499,0.80589,1.75764,0.000773714,0.000773714,0.000773714
18,5451.57,0.55835,0.49328,1.17002,0.85218,0.82148,0.86839,0.65554,1.1398,0.78022,1.8787,0.000759571,0.000759571,0.000759571
19,5744.09,0.56381,0.48879,1.16887,0.87221,0.78857,0.86025,0.64092,1.1504,0.83009,1.88509,0.000745429,0.000745429,0.000745429
20,6046.17,0.55057,0.48828,1.15656,0.86567,0.86037,0.87968,0.68903,1.04645,0.6917,1.7655,0.000731286,0.000731286,0.000731286
21,6342.99,0.54126,0.48261,1.14992,0.84105,0.85623,0.87338,0.6834,1.06848,0.72489,1.7928,0.000717143,0.000717143,0.000717143
22,6654.02,0.53782,0.48678,1.14888,0.8643,0.86663,0.87839,0.68151,1.06583,0.70648,1.77253,0.000703,0.000703,0.000703
23,6950.25,0.53986,0.47609,1.14895,0.88085,0.84596,0.88419,0.67041,1.07603,0.74712,1.70582,0.000688857,0.000688857,0.000688857
24,7242.97,0.52695,0.46588,1.14536,0.88283,0.819,0.88981,0.68378,1.08022,0.7188,1.72302,0.000674714,0.000674714,0.000674714
25,7538.86,0.52804,0.46442,1.14771,0.84202,0.82788,0.87053,0.67265,1.0561,0.6906,1.73804,0.000660571,0.000660571,0.000660571
26,7831.27,0.50265,0.45664,1.12612,0.86342,0.82285,0.87873,0.67021,0.98885,0.97408,1.56237,0.000646429,0.000646429,0.000646429
27,8124.11,0.50334,0.44085,1.12122,0.86356,0.86906,0.88323,0.67033,1.09685,0.69874,1.72628,0.000632286,0.000632286,0.000632286
28,8417.91,0.50832,0.4409,1.12804,0.83922,0.85751,0.87607,0.68771,1.00352,0.78573,1.71991,0.000618143,0.000618143,0.000618143
29,8712.26,0.50833,0.45164,1.13396,0.86935,0.8344,0.86813,0.67782,1.054,0.84083,1.77276,0.000604,0.000604,0.000604
30,9005.5,0.48243,0.43183,1.11132,0.84629,0.86136,0.87036,0.68719,1.01129,0.68499,1.76028,0.000589857,0.000589857,0.000589857
31,9299.42,0.48191,0.43112,1.11693,0.87223,0.83253,0.86839,0.67226,1.06601,0.73824,1.7038,0.000575714,0.000575714,0.000575714
32,9593.67,0.48358,0.42996,1.11054,0.74596,0.76765,0.82493,0.64582,0.99393,0.97332,1.53232,0.000561571,0.000561571,0.000561571
33,9891.26,0.48431,0.42744,1.11069,0.88706,0.84695,0.87361,0.69292,1.01883,0.75976,1.71987,0.000547429,0.000547429,0.000547429
34,10194.1,0.47457,0.41614,1.10919,0.84339,0.80883,0.86722,0.68432,1.00398,0.8127,1.67516,0.000533286,0.000533286,0.000533286
35,10488.4,0.4727,0.42242,1.10621,0.86027,0.85109,0.87235,0.68938,1.02972,0.7023,1.74916,0.000519143,0.000519143,0.000519143
36,10784.1,0.46892,0.42547,1.10727,0.85604,0.82437,0.8782,0.68782,0.99918,0.73747,1.66201,0.000505,0.000505,0.000505
37,11079.2,0.45979,0.40848,1.09608,0.85257,0.82413,0.87048,0.70249,1.02184,0.8355,1.72502,0.000490857,0.000490857,0.000490857
38,11374.2,0.46735,0.41024,1.10035,0.81376,0.79204,0.83531,0.64671,1.02979,0.97423,1.65022,0.000476714,0.000476714,0.000476714
39,11668.6,0.45837,0.39432,1.0917,0.86382,0.79974,0.86416,0.68598,1.01077,0.80235,1.64664,0.000462571,0.000462571,0.000462571
40,11963,0.45894,0.41001,1.09545,0.8541,0.8113,0.8725,0.68543,0.98795,0.84394,1.5911,0.000448429,0.000448429,0.000448429
41,12258.1,0.44713,0.39665,1.09672,0.87663,0.78049,0.85339,0.6627,1.01233,0.83279,1.65519,0.000434286,0.000434286,0.000434286
42,12553,0.44459,0.39315,1.08211,0.85533,0.819,0.84712,0.67225,0.98646,0.93995,1.59831,0.000420143,0.000420143,0.000420143
43,12846.4,0.44893,0.3891,1.0886,0.85519,0.80103,0.85825,0.67657,1.04412,0.8199,1.6879,0.000406,0.000406,0.000406
44,13141.9,0.4496,0.39775,1.08648,0.85475,0.84339,0.86765,0.68522,1.04309,0.7384,1.78757,0.000391857,0.000391857,0.000391857
45,13437.6,0.44683,0.38976,1.08574,0.84584,0.7638,0.84325,0.6497,1.05063,0.96277,1.75581,0.000377714,0.000377714,0.000377714
46,13739.4,0.44437,0.38235,1.08377,0.87069,0.84704,0.87142,0.68976,0.95351,0.82362,1.61003,0.000363571,0.000363571,0.000363571
47,14032,0.43733,0.37708,1.0798,0.86098,0.77914,0.83766,0.6498,1.05965,0.94349,1.7009,0.000349429,0.000349429,0.000349429
48,14324.5,0.4324,0.36043,1.07668,0.85217,0.81643,0.85695,0.66827,1.06003,0.851,1.7221,0.000335286,0.000335286,0.000335286
49,14616.7,0.42757,0.36911,1.06929,0.86378,0.78142,0.8467,0.66396,1.01682,0.91722,1.69826,0.000321143,0.000321143,0.000321143
50,14909.3,0.42835,0.36698,1.07,0.82807,0.82228,0.85801,0.68001,0.98567,0.79042,1.71801,0.000307,0.000307,0.000307
51,15202.2,0.41868,0.36363,1.06918,0.84833,0.74671,0.81355,0.6277,1.08084,1.00186,1.72032,0.000292857,0.000292857,0.000292857
52,15494.5,0.42006,0.36202,1.06631,0.83471,0.75481,0.82319,0.63294,1.08711,1.07495,1.65009,0.000278714,0.000278714,0.000278714
