epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,166.358,1.5551,1.75196,2.21883,0.59753,0.59091,0.60681,0.36517,1.3902,3.23423,2.21317,0.0016832,0.0016832,0.0016832
34,171.08,1.69658,1.83471,2.25237,0.04685,0.36364,0.04232,0.02324,1.84779,4.34141,2.65013,0.0016733,0.0016733,0.0016733
35,176.002,1.51289,1.70668,2.24491,0.49809,0.22727,0.3152,0.19345,1.67941,2.88894,2.44752,0.0016634,0.0016634,0.0016634
36,180.729,1.49817,1.65947,2.20209,0.25476,0.41975,0.2695,0.13271,1.6101,2.8287,2.42602,0.0016535,0.0016535,0.0016535
37,185.645,1.4982,1.59997,2.14069,0.5695,0.36098,0.47361,0.26916,1.56054,2.02014,2.26714,0.0016436,0.0016436,0.0016436
38,190.404,1.46348,1.54898,2.23336,0.73469,0.72727,0.745,0.4292,1.40893,1.5405,2.21083,0.0016337,0.0016337,0.0016337
39,195.189,1.5118,1.48015,2.13752,0.80218,0.73768,0.805,0.48083,1.41756,1.65695,2.24188,0.0016238,0.0016238,0.0016238
40,199.892,1.34919,1.4032,2.08922,0.70721,0.77273,0.72479,0.47054,1.27967,1.86377,2.08997,0.0016139,0.0016139,0.0016139
41,204.676,1.34217,1.37223,2.03989,0.81283,0.77273,0.81093,0.4466,1.36631,1.96509,2.18063,0.001604,0.001604,0.001604
42,209.424,1.34048,1.48544,2.06463,0.68707,0.81818,0.76434,0.50636,1.22969,1.85752,1.97215,0.0015941,0.0015941,0.0015941
43,214.181,1.44733,1.64181,2.02227,0.80225,0.45455,0.58393,0.3523,1.52621,2.07857,2.54379,0.0015842,0.0015842,0.0015842
44,219.038,1.43551,1.54066,2.12231,0.75257,0.45455,0.56909,0.32292,1.5152,1.9791,2.42696,0.0015743,0.0015743,0.0015743
45,223.75,1.36243,1.37613,2.01338,0.72262,0.63636,0.73297,0.42097,1.28895,1.96703,2.08087,0.0015644,0.0015644,0.0015644
46,228.367,1.31089,1.32748,1.92282,0.7464,0.68182,0.76277,0.51482,1.22853,2.08481,2.08576,0.0015545,0.0015545,0.0015545
47,233.026,1.29945,1.29694,1.9802,0.81272,0.77273,0.83103,0.60647,1.09599,1.26898,1.88231,0.0015446,0.0015446,0.0015446
48,237.73,1.28646,1.28512,1.94122,0.83955,0.72727,0.81426,0.57773,1.20063,1.32236,1.88802,0.0015347,0.0015347,0.0015347
49,242.494,1.29058,1.3312,1.89292,0.61838,0.73684,0.71933,0.5185,1.15436,1.56619,1.92139,0.0015248,0.0015248,0.0015248
50,247.103,1.26688,1.23882,1.89733,0.83291,0.72727,0.8436,0.56384,1.34261,1.82494,2.25569,0.0015149,0.0015149,0.0015149
51,251.703,1.27223,1.22045,1.88528,0.75725,0.85112,0.85727,0.53426,1.21051,2.52443,2.13118,0.001505,0.001505,0.001505
52,256.361,1.29144,1.25246,1.9882,0.79284,0.87003,0.89332,0.60065,1.10436,1.39507,1.91331,0.0014951,0.0014951,0.0014951
53,261.092,1.19173,1.16681,1.82388,0.73238,0.90909,0.82163,0.48204,1.2923,1.36869,2.01272,0.0014852,0.0014852,0.0014852
54,265.869,1.19284,1.1842,1.79552,0.7034,0.86242,0.75912,0.43112,1.3938,1.40838,2.16715,0.0014753,0.0014753,0.0014753
55,270.509,1.15783,1.11371,1.77303,0.70796,0.68182,0.7297,0.52025,1.09206,1.46105,1.85468,0.0014654,0.0014654,0.0014654
56,275.349,1.1199,1.11537,1.82725,0.61808,0.72727,0.70789,0.53063,1.0067,1.63023,1.82718,0.0014555,0.0014555,0.0014555
57,280.252,1.05973,1.0211,1.7618,0.77011,0.76175,0.77521,0.58021,1.06541,1.48788,1.8762,0.0014456,0.0014456,0.0014456
58,284.928,1.09284,1.01106,1.78878,0.69299,0.86364,0.7742,0.56013,1.01397,1.42457,1.75802,0.0014357,0.0014357,0.0014357
59,289.73,1.04776,1.00895,1.75762,0.71389,0.90737,0.80518,0.44235,1.29625,1.76141,2.03425,0.0014258,0.0014258,0.0014258
60,294.566,1.15111,1.09063,1.77258,0.70027,0.84996,0.77409,0.53476,1.11089,1.68733,1.90672,0.0014159,0.0014159,0.0014159
61,299.36,1.12766,1.00142,1.756,0.75902,0.90909,0.82932,0.58317,1.08999,1.36009,1.76461,0.001406,0.001406,0.001406
62,304.254,1.12503,1.07796,1.73883,0.83168,0.8987,0.8578,0.5459,1.22392,1.30736,1.92815,0.0013961,0.0013961,0.0013961
63,308.98,1.07953,1.0166,1.64971,0.86886,0.9037,0.89577,0.71468,0.84376,1.0267,1.53351,0.0013862,0.0013862,0.0013862
64,313.753,1.01879,1.02398,1.6822,0.75161,0.86364,0.84644,0.67739,0.806,1.09322,1.47616,0.0013763,0.0013763,0.0013763
65,318.552,1.00776,0.97003,1.73378,0.82468,0.85556,0.91101,0.6878,0.87559,0.9225,1.49878,0.0013664,0.0013664,0.0013664
66,323.323,1.06655,1.00701,1.73322,0.89321,0.81818,0.88953,0.69739,0.8057,0.9105,1.46683,0.0013565,0.0013565,0.0013565
67,328.082,0.99714,0.95442,1.62842,0.94031,0.7165,0.86893,0.66703,0.81403,1.01505,1.51381,0.0013466,0.0013466,0.0013466
68,332.971,0.907,0.86406,1.63721,0.81714,0.86364,0.8504,0.63365,0.91884,1.06124,1.58843,0.0013367,0.0013367,0.0013367
69,337.677,0.99962,0.927,1.66178,0.79711,0.89331,0.87055,0.64416,0.89684,0.94827,1.55916,0.0013268,0.0013268,0.0013268
70,342.554,0.95747,0.93051,1.63295,0.77225,0.95455,0.8786,0.53238,1.2427,1.18158,1.97503,0.0013169,0.0013169,0.0013169
71,347.287,1.01667,0.92671,1.67113,0.72216,0.86364,0.86015,0.54058,1.21927,1.31842,1.87314,0.001307,0.001307,0.001307
72,351.989,0.96222,0.90003,1.65499,0.89611,0.90909,0.88845,0.65065,0.89043,1.12265,1.55823,0.0012971,0.0012971,0.0012971
73,356.728,0.99984,0.92563,1.68827,0.78666,0.86364,0.8202,0.64173,0.85164,1.18454,1.54585,0.0012872,0.0012872,0.0012872
74,361.555,0.97082,0.89084,1.64529,0.88534,0.77273,0.86603,0.65402,0.94391,1.13012,1.65419,0.0012773,0.0012773,0.0012773
75,366.45,0.951,0.83864,1.61595,0.86235,0.85461,0.87047,0.62888,0.96266,1.14024,1.68302,0.0012674,0.0012674,0.0012674
76,371.391,0.89717,0.80533,1.60465,0.90396,0.86364,0.89708,0.70393,0.83227,1.02066,1.47916,0.0012575,0.0012575,0.0012575
77,376.248,0.97946,0.88474,1.66009,0.85632,0.86364,0.90183,0.73101,0.82328,0.96037,1.43919,0.0012476,0.0012476,0.0012476
78,380.927,0.91016,0.83832,1.59232,0.99847,0.86364,0.92978,0.74715,0.75379,0.82153,1.37033,0.0012377,0.0012377,0.0012377
79,385.795,0.93747,0.87363,1.62187,0.999,0.86364,0.92435,0.74901,0.75785,0.82412,1.32289,0.0012278,0.0012278,0.0012278
80,390.528,0.90096,0.79744,1.62088,0.95999,0.86364,0.93907,0.75581,0.80316,0.82527,1.3953,0.0012179,0.0012179,0.0012179
81,395.332,0.89536,0.80516,1.54855,0.96832,0.90909,0.92055,0.62675,1.14464,1.04731,1.82949,0.001208,0.001208,0.001208
82,400.126,0.91193,0.87228,1.53388,0.98969,0.90909,0.91954,0.70968,0.93091,0.89763,1.65562,0.0011981,0.0011981,0.0011981
83,404.811,0.97854,0.83268,1.59432,0.93856,0.90909,0.91692,0.73424,0.86926,0.90747,1.51945,0.0011882,0.0011882,0.0011882
84,409.463,0.91545,0.77911,1.59584,0.99469,0.90909,0.91297,0.76857,0.80047,0.8756,1.39809,0.0011783,0.0011783,0.0011783
85,414.136,0.91001,0.73371,1.6214,1,0.90258,0.9157,0.77194,0.77973,0.86463,1.37193,0.0011684,0.0011684,0.0011684
86,418.864,0.87517,0.76998,1.5416,0.86076,0.84351,0.86183,0.63405,0.84855,1.03853,1.47177,0.0011585,0.0011585,0.0011585
87,423.574,0.84618,0.76465,1.5361,0.88957,0.86364,0.89838,0.67958,0.9157,1.04036,1.59805,0.0011486,0.0011486,0.0011486
88,428.342,0.92622,0.81985,1.56366,0.94418,0.90909,0.90276,0.51298,1.52457,1.10547,2.37366,0.0011387,0.0011387,0.0011387
89,433.103,0.8401,0.78817,1.52056,0.79649,0.90909,0.857,0.41527,1.79125,1.34031,2.83208,0.0011288,0.0011288,0.0011288
90,437.848,0.8339,0.74976,1.50805,0.79352,0.90909,0.86979,0.56055,1.16276,1.15664,1.91559,0.0011189,0.0011189,0.0011189
91,442.486,0.86588,0.77096,1.53517,0.90432,0.85937,0.87074,0.69603,0.80999,0.93641,1.39837,0.001109,0.001109,0.001109
92,447.162,0.88062,0.84789,1.55065,0.89725,0.79447,0.881,0.7141,0.8347,0.96629,1.34928,0.0010991,0.0010991,0.0010991
93,451.901,0.83518,0.76457,1.51066,0.98,0.81818,0.90804,0.76888,0.74198,0.87686,1.3099,0.0010892,0.0010892,0.0010892
94,456.742,0.81832,0.76169,1.48348,1,0.86008,0.91161,0.75194,0.73884,0.85434,1.31317,0.0010793,0.0010793,0.0010793
95,461.443,0.788,0.70891,1.44385,0.89321,0.86364,0.87419,0.72967,0.71195,0.93902,1.35433,0.0010694,0.0010694,0.0010694
96,466.146,0.81904,0.71867,1.46117,0.85559,0.86364,0.82496,0.64503,0.83224,1.07099,1.46092,0.0010595,0.0010595,0.0010595
97,470.884,0.87131,0.74218,1.49778,0.90318,0.86364,0.85586,0.62851,0.96164,1.07051,1.52526,0.0010496,0.0010496,0.0010496
98,475.685,0.78854,0.73946,1.46877,0.85106,0.86364,0.87222,0.63134,0.99685,1.11754,1.56796,0.0010397,0.0010397,0.0010397
99,480.614,0.87022,0.75537,1.53306,0.88924,0.81818,0.88847,0.60349,1.07991,1.17063,1.78908,0.0010298,0.0010298,0.0010298
100,485.479,0.74497,0.67981,1.45428,0.90383,0.85473,0.89497,0.67502,0.8613,1.01583,1.53193,0.0010199,0.0010199,0.0010199
101,490.364,0.80825,0.71756,1.47408,1,0.8373,0.88435,0.69077,0.75922,0.97132,1.42022,0.00101,0.00101,0.00101
102,495.093,0.81464,0.68909,1.46747,1,0.80927,0.8775,0.66498,0.87759,0.96543,1.51189,0.0010001,0.0010001,0.0010001
103,499.907,0.83137,0.72958,1.5207,0.8882,0.86364,0.88457,0.65182,0.98901,0.9918,1.67708,0.0009902,0.0009902,0.0009902
104,504.766,0.79771,0.66108,1.49758,0.98479,0.90909,0.91064,0.68825,0.8621,0.98999,1.59183,0.0009803,0.0009803,0.0009803
105,509.571,0.84465,0.69206,1.47308,0.98447,0.90909,0.91571,0.71616,0.81843,1.0366,1.46706,0.0009704,0.0009704,0.0009704
106,514.494,0.77083,0.70832,1.45309,0.87198,0.90909,0.91508,0.64377,0.9839,0.89543,1.63914,0.0009605,0.0009605,0.0009605
107,519.37,0.75323,0.67077,1.4491,0.91467,0.86364,0.92197,0.62822,1.02678,0.88006,1.6733,0.0009506,0.0009506,0.0009506
108,524.428,0.78406,0.67905,1.42696,0.90607,0.90909,0.92231,0.6974,0.93134,0.80331,1.56255,0.0009407,0.0009407,0.0009407
109,529.142,0.72453,0.64351,1.39422,1,0.90249,0.91653,0.71762,0.96643,0.8583,1.54982,0.0009308,0.0009308,0.0009308
110,533.928,0.75258,0.7629,1.38298,0.99249,0.90909,0.92338,0.67591,1.05948,0.84318,1.56047,0.0009209,0.0009209,0.0009209
111,538.732,0.79837,0.74163,1.43347,0.86105,0.90909,0.90405,0.68502,0.97821,0.85306,1.55794,0.000911,0.000911,0.000911
112,543.472,0.81262,0.72142,1.44702,0.86808,0.89773,0.89731,0.733,0.79326,0.90999,1.36511,0.0009011,0.0009011,0.0009011
113,548.178,0.7235,0.64789,1.3897,1,0.89688,0.90764,0.77079,0.74776,0.84594,1.39218,0.0008912,0.0008912,0.0008912
114,552.876,0.72719,0.62859,1.38314,0.99426,0.90909,0.90771,0.74768,0.73649,0.83766,1.42467,0.0008813,0.0008813,0.0008813
115,557.716,0.75196,0.66018,1.45387,0.95694,0.81818,0.89512,0.75594,0.63593,0.88155,1.26179,0.0008714,0.0008714,0.0008714
116,562.726,0.74731,0.62243,1.43899,0.93043,0.86364,0.91056,0.71601,0.77411,0.88974,1.36303,0.0008615,0.0008615,0.0008615
117,567.496,0.75184,0.65217,1.4258,0.90457,0.86185,0.8993,0.68725,0.79416,0.89632,1.45971,0.0008516,0.0008516,0.0008516
118,572.357,0.71259,0.59734,1.39876,0.88742,0.77273,0.84092,0.66229,0.86395,1.037,1.53989,0.0008417,0.0008417,0.0008417
119,577.119,0.76928,0.65194,1.43625,0.76317,0.81818,0.79361,0.55594,1.06298,1.15947,1.7121,0.0008318,0.0008318,0.0008318
120,581.896,0.75397,0.62983,1.46832,0.69792,0.86364,0.83117,0.62697,0.89386,1.07161,1.47819,0.0008219,0.0008219,0.0008219
121,586.732,0.81721,0.68927,1.50598,0.78251,0.81773,0.84224,0.68921,0.81335,0.94338,1.40974,0.000812,0.000812,0.000812
122,591.445,0.81361,0.68739,1.49736,0.86171,0.86364,0.89406,0.72189,0.80669,0.83361,1.4035,0.0008021,0.0008021,0.0008021
123,596.234,0.7456,0.64945,1.45485,0.98092,0.90909,0.91129,0.74074,0.82502,0.7989,1.46703,0.0007922,0.0007922,0.0007922
124,600.965,0.70088,0.57584,1.39384,0.86613,0.90909,0.90472,0.68997,0.91124,1.04904,1.50364,0.0007823,0.0007823,0.0007823
125,605.66,0.73661,0.63188,1.40711,0.86529,0.90909,0.89069,0.72385,0.78377,0.92206,1.42719,0.0007724,0.0007724,0.0007724
126,610.379,0.80995,0.67182,1.51158,0.99312,0.90909,0.91085,0.7186,0.85976,0.8421,1.42526,0.0007625,0.0007625,0.0007625
127,615.149,0.64647,0.56754,1.34843,0.99782,0.90909,0.91048,0.66252,1.02061,0.89731,1.59394,0.0007526,0.0007526,0.0007526
128,619.888,0.72029,0.62005,1.42246,0.98353,0.90909,0.91047,0.72001,0.92219,0.80962,1.53932,0.0007427,0.0007427,0.0007427
129,624.744,0.70993,0.63783,1.38117,0.99389,0.90909,0.9128,0.76931,0.7684,0.74022,1.40367,0.0007328,0.0007328,0.0007328
130,629.469,0.69092,0.62228,1.36027,1,0.89773,0.91433,0.7526,0.80099,0.81938,1.44222,0.0007229,0.0007229,0.0007229
131,634.274,0.68807,0.5911,1.37191,0.9839,0.86364,0.91332,0.69536,0.982,0.89833,1.62683,0.000713,0.000713,0.000713
132,639.193,0.69712,0.57674,1.33644,0.98746,0.86364,0.91805,0.70435,0.96854,0.90137,1.59499,0.0007031,0.0007031,0.0007031
133,643.897,0.7017,0.60457,1.41957,0.99096,0.90909,0.92089,0.67763,0.98266,0.97271,1.59093,0.0006932,0.0006932,0.0006932
134,648.645,0.69657,0.5926,1.34507,0.99517,0.90909,0.91811,0.69646,0.87061,0.958,1.47482,0.0006833,0.0006833,0.0006833
135,653.452,0.72669,0.59933,1.39631,0.97495,0.90909,0.92177,0.74136,0.71726,0.87014,1.31138,0.0006734,0.0006734,0.0006734
136,658.304,0.63821,0.55311,1.32802,0.98575,0.90909,0.92198,0.73173,0.73829,0.82997,1.29112,0.0006635,0.0006635,0.0006635
137,663.201,0.64735,0.55776,1.33247,0.98693,0.90909,0.91277,0.71729,0.7767,0.90421,1.32354,0.0006536,0.0006536,0.0006536
138,667.955,0.68793,0.53747,1.34982,0.94668,0.90909,0.91965,0.74058,0.72891,0.88847,1.31403,0.0006437,0.0006437,0.0006437
139,672.716,0.65387,0.56422,1.30812,0.95232,0.90787,0.91407,0.74952,0.73553,0.82589,1.33901,0.0006338,0.0006338,0.0006338
140,677.635,0.62974,0.55637,1.34837,0.90737,0.90909,0.92138,0.72537,0.8456,0.77546,1.41091,0.0006239,0.0006239,0.0006239
141,682.531,0.71271,0.57094,1.35935,0.94776,0.90909,0.92583,0.72079,0.83936,0.77644,1.37023,0.000614,0.000614,0.000614
142,687.326,0.67312,0.54658,1.37037,0.94743,0.81929,0.91104,0.75069,0.71377,0.82402,1.27613,0.0006041,0.0006041,0.0006041
143,692.059,0.71033,0.59601,1.34985,0.89437,0.86364,0.89476,0.72815,0.73461,0.90687,1.33445,0.0005942,0.0005942,0.0005942
144,696.872,0.64238,0.55393,1.29145,0.89813,0.86364,0.88051,0.68889,0.77225,0.93729,1.38627,0.0005843,0.0005843,0.0005843
145,701.59,0.63088,0.56043,1.33199,0.9324,0.81818,0.90136,0.70125,0.83519,0.87799,1.46888,0.0005744,0.0005744,0.0005744
146,706.294,0.61896,0.56244,1.28635,0.94716,0.90909,0.90845,0.66681,0.8921,0.74897,1.52557,0.0005645,0.0005645,0.0005645
147,711.151,0.64897,0.53231,1.33126,0.98638,0.90909,0.92648,0.67321,0.83278,0.76958,1.48717,0.0005546,0.0005546,0.0005546
148,716.031,0.67374,0.58733,1.31884,0.86492,0.90909,0.90149,0.65821,0.89946,0.84289,1.55827,0.0005447,0.0005447,0.0005447
149,720.8,0.67524,0.588,1.37879,0.85022,0.81818,0.85939,0.6921,0.85696,0.87983,1.444,0.0005348,0.0005348,0.0005348
150,725.66,0.69621,0.59378,1.35053,0.89876,0.86364,0.87754,0.71156,0.74729,0.86699,1.33045,0.0005249,0.0005249,0.0005249
151,730.815,0.67328,0.56055,1.35727,0.89521,0.86364,0.89267,0.71896,0.72006,0.77737,1.30695,0.000515,0.000515,0.000515
152,735.617,0.6687,0.57485,1.36605,0.857,0.86364,0.89995,0.70841,0.76943,0.8228,1.36988,0.0005051,0.0005051,0.0005051
153,740.392,0.65002,0.56782,1.301,0.99565,0.86364,0.92398,0.68852,0.84435,0.79383,1.47796,0.0004952,0.0004952,0.0004952
154,745.319,0.65491,0.52354,1.30158,0.98118,0.86364,0.93119,0.70087,0.84235,0.78017,1.5158,0.0004853,0.0004853,0.0004853
155,750.076,0.60489,0.50805,1.28637,0.94038,0.86364,0.92364,0.71925,0.7462,0.81107,1.3767,0.0004754,0.0004754,0.0004754
156,754.999,0.62997,0.49778,1.33519,0.90793,0.89685,0.92205,0.73282,0.70666,0.78494,1.30794,0.0004655,0.0004655,0.0004655
157,759.74,0.62748,0.53114,1.28224,0.86913,0.90574,0.9167,0.71906,0.778,0.76915,1.35494,0.0004556,0.0004556,0.0004556
158,764.495,0.62029,0.54145,1.30515,0.95203,0.81818,0.91578,0.71832,0.71609,0.71219,1.29461,0.0004457,0.0004457,0.0004457
159,769.195,0.65027,0.54771,1.3498,0.95509,0.81818,0.92603,0.78627,0.59181,0.63499,1.18666,0.0004358,0.0004358,0.0004358
160,773.958,0.63277,0.51871,1.33365,0.94906,0.84746,0.91641,0.79354,0.59136,0.67735,1.15643,0.0004259,0.0004259,0.0004259
161,778.739,0.66431,0.54329,1.32148,0.94908,0.90909,0.92007,0.76124,0.711,0.72189,1.3112,0.000416,0.000416,0.000416
162,783.557,0.62753,0.54528,1.34316,0.86592,0.90909,0.90467,0.72287,0.83729,0.79382,1.43507,0.0004061,0.0004061,0.0004061
163,788.409,0.66074,0.54437,1.31859,0.98325,0.90909,0.91938,0.73199,0.83029,0.76852,1.44165,0.0003962,0.0003962,0.0003962
164,793.382,0.67854,0.52491,1.35078,0.93908,0.90909,0.9154,0.72948,0.70288,0.7305,1.32633,0.0003863,0.0003863,0.0003863
165,798.157,0.59604,0.47078,1.30203,0.96248,0.86364,0.91238,0.76011,0.66641,0.69297,1.2995,0.0003764,0.0003764,0.0003764
166,802.916,0.64247,0.55013,1.30302,0.99558,0.90909,0.92589,0.73858,0.68377,0.7089,1.26864,0.0003665,0.0003665,0.0003665
167,807.646,0.6307,0.50044,1.30513,0.93895,0.90909,0.92501,0.71985,0.76345,0.73687,1.33324,0.0003566,0.0003566,0.0003566
168,812.529,0.64918,0.52786,1.31237,0.99,0.90909,0.91961,0.72742,0.77161,0.72962,1.35041,0.0003467,0.0003467,0.0003467
169,817.237,0.66442,0.53708,1.33305,0.98595,0.90909,0.91674,0.73498,0.76465,0.70795,1.3449,0.0003368,0.0003368,0.0003368
170,822.034,0.57441,0.47903,1.28837,0.99154,0.90909,0.91571,0.74316,0.71109,0.73804,1.26341,0.0003269,0.0003269,0.0003269
171,826.883,0.584,0.47322,1.27258,0.97287,0.90909,0.91431,0.75111,0.68669,0.68159,1.26181,0.000317,0.000317,0.000317
172,831.68,0.65766,0.51592,1.32786,0.98214,0.90909,0.91359,0.7418,0.70434,0.70205,1.28133,0.0003071,0.0003071,0.0003071
173,836.51,0.622,0.53445,1.27784,0.98686,0.90909,0.91569,0.74998,0.6793,0.73637,1.26152,0.0002972,0.0002972,0.0002972
174,841.288,0.60039,0.52156,1.29446,0.90658,0.88277,0.9121,0.75521,0.65325,0.77722,1.22406,0.0002873,0.0002873,0.0002873
175,846.111,0.58803,0.54682,1.317,0.98619,0.86364,0.91538,0.74227,0.66528,0.76616,1.22152,0.0002774,0.0002774,0.0002774
176,850.955,0.59819,0.52343,1.27327,0.98116,0.86364,0.9147,0.73134,0.70114,0.78819,1.24745,0.0002675,0.0002675,0.0002675
177,855.777,0.57531,0.50956,1.28553,0.86923,0.90653,0.90559,0.72709,0.7331,0.81081,1.31582,0.0002576,0.0002576,0.0002576
178,860.656,0.57215,0.49389,1.23222,0.85797,0.90909,0.89841,0.72177,0.7555,0.80153,1.38369,0.0002477,0.0002477,0.0002477
179,865.434,0.58719,0.54526,1.31449,0.86891,0.90403,0.89289,0.7202,0.73263,0.81693,1.37741,0.0002378,0.0002378,0.0002378
180,870.305,0.59145,0.47289,1.28883,0.95,0.86357,0.90158,0.72983,0.7083,0.82281,1.35295,0.0002279,0.0002279,0.0002279
181,875.201,0.61163,0.49878,1.29968,0.94719,0.90909,0.90716,0.72923,0.70527,0.81992,1.32534,0.000218,0.000218,0.000218
182,880.116,0.55771,0.49705,1.24813,0.94276,0.90909,0.91018,0.73784,0.73719,0.82562,1.33197,0.0002081,0.0002081,0.0002081
183,884.985,0.59993,0.52603,1.31771,0.94119,0.90909,0.91202,0.74179,0.73624,0.80458,1.30345,0.0001982,0.0001982,0.0001982
184,889.891,0.56056,0.48849,1.24034,0.94184,0.90909,0.91613,0.73686,0.69685,0.78149,1.25566,0.0001883,0.0001883,0.0001883
185,894.709,0.55855,0.49612,1.27773,0.96022,0.86364,0.91618,0.7433,0.65304,0.7696,1.2276,0.0001784,0.0001784,0.0001784
186,899.353,0.57472,0.48052,1.26732,0.90818,0.90909,0.9131,0.74351,0.65411,0.80901,1.25316,0.0001685,0.0001685,0.0001685
187,904.309,0.56914,0.47521,1.26095,0.90772,0.89473,0.91058,0.74476,0.6603,0.8166,1.2739,0.0001586,0.0001586,0.0001586
