epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,1230.13,1.63673,1.82377,2.31257,0.64234,0.63636,0.6209,0.36255,1.60947,2.07824,2.46816,0.001406,0.001406,0.001406
32,1269.27,1.62279,1.86394,2.3579,0.54462,0.43554,0.57967,0.30941,1.49664,2.21849,2.31508,0.0013862,0.0013862,0.0013862
33,1308.06,1.59614,1.7512,2.26883,0.62548,0.63636,0.68343,0.37772,1.35882,2.27586,2.12392,0.0013664,0.0013664,0.0013664
34,1346.71,1.83637,1.95732,2.34643,0.72944,0.63636,0.68649,0.34032,1.57007,1.96145,2.35858,0.0013466,0.0013466,0.0013466
35,1386.01,1.60179,1.82908,2.30826,0.76329,0.5,0.68708,0.39524,1.49238,1.84761,2.2345,0.0013268,0.0013268,0.0013268
36,1425.21,1.52282,1.72945,2.19939,0.43271,0.40909,0.43442,0.22657,1.35206,3.3062,2.05861,0.001307,0.001307,0.001307
37,1464.53,1.55889,1.71117,2.18729,0.74138,0.59091,0.78868,0.50768,1.19587,2.34381,1.86613,0.0012872,0.0012872,0.0012872
38,1503.28,1.40515,1.61948,2.14867,0.95238,0.90907,0.97161,0.64104,1.13218,1.73522,1.85016,0.0012674,0.0012674,0.0012674
39,1542.14,1.47913,1.5802,2.1333,0.75518,0.90909,0.91756,0.5521,1.31568,1.6758,2.02328,0.0012476,0.0012476,0.0012476
40,1581.26,1.38468,1.4301,2.05222,0.62654,0.81818,0.83284,0.51424,1.24778,1.88818,1.96159,0.0012278,0.0012278,0.0012278
41,1620.85,1.40821,1.45782,2.04711,0.76081,0.90909,0.94235,0.59941,1.10869,1.80484,1.96476,0.001208,0.001208,0.001208
42,1659.96,1.38228,1.44701,2.08236,0.83467,0.90909,0.92882,0.60363,1.13861,1.90324,1.86161,0.0011882,0.0011882,0.0011882
43,1698.86,1.43167,1.60279,2.02685,0.95102,0.8832,0.98935,0.70373,1.00955,1.3973,1.76209,0.0011684,0.0011684,0.0011684
44,1737.92,1.32697,1.42934,1.99136,0.53572,0.90909,0.70353,0.37144,1.21164,1.91228,1.90144,0.0011486,0.0011486,0.0011486
45,1776.97,1.33289,1.37431,2.00435,0.7579,0.86364,0.87616,0.56209,1.19512,1.52722,1.86249,0.0011288,0.0011288,0.0011288
46,1816.23,1.32858,1.38467,1.95174,0.7086,0.86364,0.8822,0.61562,1.13244,1.31865,1.89003,0.001109,0.001109,0.001109
47,1855.24,1.32578,1.34026,1.9739,0.83602,0.9274,0.95909,0.64342,1.14173,1.10342,1.83934,0.0010892,0.0010892,0.0010892
48,1894.98,1.25827,1.27746,1.88994,0.8216,0.83785,0.9194,0.62902,1.16998,1.15126,1.88367,0.0010694,0.0010694,0.0010694
49,1933.87,1.22074,1.279,1.85397,0.84613,0.86364,0.90997,0.61419,1.20784,1.27659,1.92886,0.0010496,0.0010496,0.0010496
50,1972.58,1.24458,1.26027,1.87031,0.94689,0.81067,0.93112,0.69872,1.00438,1.17886,1.69119,0.0010298,0.0010298,0.0010298
51,2011.43,1.28049,1.25502,1.89886,0.94719,0.86364,0.91751,0.70093,1.04945,1.15729,1.72425,0.00101,0.00101,0.00101
52,2050.28,1.27611,1.27173,1.91989,0.93732,0.67985,0.85443,0.58377,1.3065,1.40775,1.94137,0.0009902,0.0009902,0.0009902
53,2089.51,1.23627,1.21254,1.87071,0.73878,0.81818,0.80069,0.56558,1.12735,1.37036,1.79222,0.0009704,0.0009704,0.0009704
54,2128.77,1.17119,1.16058,1.77923,0.77235,1,0.9094,0.68256,0.99954,1.18588,1.67752,0.0009506,0.0009506,0.0009506
55,2169.92,1.10708,1.12324,1.75572,0.874,0.94616,0.95601,0.76887,0.89867,1.06331,1.59948,0.0009308,0.0009308,0.0009308
56,2209.24,1.13952,1.13607,1.81853,0.95202,0.90227,0.95524,0.76347,0.82802,1.0069,1.51781,0.000911,0.000911,0.000911
57,2248.04,0.99974,1.03655,1.70432,0.89702,0.90909,0.93914,0.72432,0.9186,1.05755,1.66905,0.0008912,0.0008912,0.0008912
58,2287,1.12613,1.08695,1.74728,0.90343,0.90909,0.92315,0.64164,1.16237,1.24338,1.8258,0.0008714,0.0008714,0.0008714
59,2326.69,1.09464,1.13135,1.71711,0.93081,0.86364,0.90563,0.52138,1.61516,1.27895,2.15131,0.0008516,0.0008516,0.0008516
60,2366.16,1.19042,1.09031,1.77392,0.90072,0.90909,0.95827,0.61252,1.28466,1.21494,1.85744,0.0008318,0.0008318,0.0008318
61,2405.37,1.05393,0.98273,1.6644,0.99034,0.81818,0.96312,0.74449,0.88061,1.02169,1.5176,0.000812,0.000812,0.000812
62,2444.29,1.10157,1.13974,1.72587,0.85782,0.90909,0.96356,0.7635,0.8542,0.90631,1.48072,0.0007922,0.0007922,0.0007922
63,2483.51,1.04423,0.97786,1.65092,0.94489,0.90909,0.95729,0.7604,0.85848,0.94023,1.47535,0.0007724,0.0007724,0.0007724
64,2522.36,1.07077,1.0184,1.68906,0.94492,0.90909,0.94098,0.77092,0.76838,0.95851,1.44801,0.0007526,0.0007526,0.0007526
65,2559.91,0.99964,0.98102,1.69614,0.82139,0.83661,0.93042,0.72161,0.89957,1.01718,1.61973,0.0007328,0.0007328,0.0007328
66,2597.29,1.04273,1.03706,1.65642,0.78808,0.86364,0.90121,0.67516,0.9532,1.08494,1.72595,0.000713,0.000713,0.000713
67,2635.48,1.0126,0.98975,1.57785,0.88901,0.81818,0.89148,0.67215,1.01879,1.20335,1.75346,0.0006932,0.0006932,0.0006932
68,2674.79,0.8835,0.85689,1.56254,0.84072,0.86364,0.91357,0.69612,0.99335,1.17193,1.705,0.0006734,0.0006734,0.0006734
69,2713.7,1.00534,0.91556,1.60134,0.91137,0.81818,0.93868,0.72425,1.00411,1.06173,1.72342,0.0006536,0.0006536,0.0006536
70,2752.85,1.00269,0.9654,1.64427,0.76159,0.86364,0.91998,0.69334,0.99434,1.0586,1.68012,0.0006338,0.0006338,0.0006338
71,2792.97,0.94977,0.91736,1.61761,0.75854,0.90909,0.91714,0.65676,1.01436,1.03601,1.66168,0.000614,0.000614,0.000614
72,2831.79,0.90219,0.87435,1.58435,0.97722,0.72727,0.91001,0.67514,0.97607,1.02796,1.64166,0.0005942,0.0005942,0.0005942
73,2870.92,0.96536,0.93672,1.61701,0.92486,0.86364,0.91892,0.68791,1.01477,1.00381,1.63061,0.0005744,0.0005744,0.0005744
74,2911.43,0.90461,0.90678,1.5355,0.93851,0.90909,0.93159,0.6764,1.0299,0.9889,1.62977,0.0005546,0.0005546,0.0005546
75,2949.67,0.91045,0.84159,1.56472,1,0.90381,0.94192,0.70226,0.99036,0.96411,1.59581,0.0005348,0.0005348,0.0005348
76,2988.48,0.91289,0.84346,1.5646,0.98643,0.90909,0.94038,0.69987,1.01696,0.99062,1.59521,0.000515,0.000515,0.000515
77,3027.6,0.93983,0.90432,1.61302,0.99435,0.90909,0.94823,0.68764,1.01543,0.93802,1.59537,0.0004952,0.0004952,0.0004952
78,3066.64,0.89339,0.84367,1.56476,0.93856,0.86364,0.94125,0.73046,0.81303,0.94528,1.42977,0.0004754,0.0004754,0.0004754
79,3105.94,0.88902,0.83882,1.53573,0.86274,0.85735,0.91216,0.72366,0.77299,0.94158,1.3987,0.0004556,0.0004556,0.0004556
80,3144.51,0.89319,0.85491,1.57174,0.9211,0.90909,0.92309,0.72573,0.82732,0.905,1.46289,0.0004358,0.0004358,0.0004358
81,3183.8,0.9078,0.83317,1.53405,0.93361,0.90909,0.91436,0.72007,0.84896,0.95,1.51603,0.000416,0.000416,0.000416
82,3222.43,0.87015,0.8333,1.48281,1,0.90003,0.92239,0.71015,0.86676,1.01706,1.5343,0.0003962,0.0003962,0.0003962
83,3261.4,0.95979,0.85583,1.56478,0.90769,0.86364,0.91263,0.71719,0.86147,1.07855,1.52398,0.0003764,0.0003764,0.0003764
84,3300.05,0.88151,0.79357,1.54541,0.86213,0.85306,0.90707,0.70716,0.84352,1.04684,1.48772,0.0003566,0.0003566,0.0003566
85,3338.59,0.83918,0.74769,1.541,0.85282,0.86364,0.90733,0.7106,0.81155,0.97088,1.45518,0.0003368,0.0003368,0.0003368
86,3377.58,0.86392,0.77789,1.50516,0.86451,0.81818,0.90983,0.71641,0.80645,0.96571,1.43986,0.000317,0.000317,0.000317
87,3416.51,0.78654,0.75622,1.45832,0.82898,0.81818,0.91057,0.71484,0.82037,0.95726,1.4433,0.0002972,0.0002972,0.0002972
88,3455.67,0.89197,0.78848,1.51717,0.8553,0.86364,0.91508,0.72094,0.83662,0.98295,1.47052,0.0002774,0.0002774,0.0002774
89,3495,0.793,0.75741,1.482,0.86842,0.9003,0.92482,0.70846,0.85417,0.97618,1.5003,0.0002576,0.0002576,0.0002576
90,3533.47,0.81347,0.74731,1.4794,0.86874,0.90276,0.92568,0.70907,0.89131,0.94132,1.53875,0.0002378,0.0002378,0.0002378
91,3571.04,0.59446,0.91716,1.31714,0.86931,0.90711,0.93281,0.72837,0.86748,0.90583,1.51216,0.000218,0.000218,0.000218
92,3608.93,0.60049,0.77697,1.3437,0.89743,0.90909,0.93517,0.72438,0.86972,0.91785,1.52471,0.0001982,0.0001982,0.0001982
93,3648.38,0.58367,0.65704,1.3073,0.94863,0.90909,0.92823,0.71835,0.90643,0.95536,1.55784,0.0001784,0.0001784,0.0001784
94,3686.57,0.55211,0.64519,1.3439,0.94957,0.90909,0.93205,0.70006,0.94143,0.96461,1.58215,0.0001586,0.0001586,0.0001586
95,3724.54,0.52367,0.6216,1.29938,0.94969,0.90909,0.92601,0.6951,0.94702,0.93455,1.59893,0.0001388,0.0001388,0.0001388
96,3762.93,0.56436,0.66627,1.2949,0.94953,0.90909,0.93111,0.71377,0.92667,0.92289,1.57154,0.000119,0.000119,0.000119
97,3801.66,0.50085,0.65005,1.285,0.94869,0.90909,0.93243,0.71274,0.878,0.91991,1.5163,9.92e-05,9.92e-05,9.92e-05
98,3840.38,0.48668,0.5738,1.24895,0.95062,0.90909,0.93422,0.71243,0.85776,0.92838,1.49906,7.94e-05,7.94e-05,7.94e-05
99,3880.14,0.54918,0.59982,1.26801,0.97629,0.90909,0.93101,0.72146,0.85053,0.928,1.49364,5.96e-05,5.96e-05,5.96e-05
100,3918.84,0.50074,0.58519,1.31295,0.98876,0.90909,0.93247,0.71839,0.84211,0.93163,1.48321,3.98e-05,3.98e-05,3.98e-05
